Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,TotalIncome,LoanAmount_log
1,0,3+,1,1,9357,0.0,292.0,360.0,1.0,1,1,9357.0,5.676753802268282
1,1,0,1,0,3859,3300.0,142.0,180.0,1.0,0,1,7159.0,4.955827057601261
1,1,0,1,1,16120,0.0,260.0,360.0,1.0,2,1,16120.0,5.560681631015528
1,0,0,0,0,3833,0.0,110.0,360.0,1.0,0,1,3833.0,4.700480365792417
1,1,2,0,1,6383,1000.0,187.0,360.0,1.0,0,0,7383.0,5.231108616854587
1,0,0,1,0,2987,0.0,88.0,360.0,0.0,1,0,2987.0,4.477336814478207
1,1,0,1,1,9963,0.0,180.0,360.0,1.0,0,1,9963.0,5.19295685089021
1,1,2,1,0,5780,0.0,192.0,360.0,1.0,2,1,5780.0,5.2574953720277815
0,0,3+,1,0,416,41667.0,350.0,180.0,1.0,2,0,42083.0,5.857933154483459
1,1,0,0,0,2894,2792.0,155.0,360.0,1.0,0,1,5686.0,5.043425116919247
1,1,3+,1,0,5703,0.0,128.0,360.0,1.0,2,1,5703.0,4.852030263919617
1,0,0,1,0,3676,4301.0,172.0,360.0,1.0,0,1,7977.0,5.147494476813453
0,1,1,1,0,12000,0.0,496.0,360.0,1.0,1,1,12000.0,6.206575926724928
1,1,0,0,0,2400,3800.0,128.0,180.0,1.0,2,0,6200.0,4.852030263919617
1,1,1,1,0,3400,2500.0,173.0,360.0,1.0,1,1,5900.0,5.153291594497779
1,1,2,0,0,3987,1411.0,157.0,360.0,1.0,0,1,5398.0,5.056245805348308
1,1,0,1,0,3232,1950.0,108.0,360.0,1.0,0,1,5182.0,4.68213122712422
0,0,0,1,0,2900,0.0,71.0,360.0,1.0,0,1,2900.0,4.2626798770413155
1,1,3+,1,0,4106,0.0,40.0,180.0,1.0,0,1,4106.0,3.6888794541139363
1,1,1,1,0,8072,240.0,253.0,360.0,1.0,2,1,8312.0,5.53338948872752
1,1,2,1,0,7583,0.0,187.0,360.0,1.0,2,1,7583.0,5.231108616854587
0,0,0,1,1,4583,0.0,133.0,360.0,0.0,1,0,4583.0,4.890349128221754
